"event.year";"event.city";"awarding.country";"pts";"recipient.country";"event.type";"event.id";"page"
1965;"Naples";"United Kingdom";5;"Monaco";"final";"naples-1965";"scoreboard"
1965;"Naples";"United Kingdom";3;"Austria";"final";"naples-1965";"scoreboard"
1965;"Naples";"United Kingdom";1;"Italy";"final";"naples-1965";"scoreboard"
1965;"Naples";"Yugoslavia";5;"France";"final";"naples-1965";"scoreboard"
1965;"Naples";"Yugoslavia";3;"Ireland";"final";"naples-1965";"scoreboard"
1965;"Naples";"Yugoslavia";1;"Monaco";"final";"naples-1965";"scoreboard"
1966;"Luxembourg";"Austria";5;"Switzerland";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Austria";3;"Norway";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Austria";1;"Luxembourg";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Belgium";5;"Austria";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Belgium";3;"Ireland";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Belgium";1;"Germany";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Denmark";5;"Sweden";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Denmark";3;"Finland";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Denmark";1;"Portugal";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Finland";5;"Sweden";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Finland";3;"Denmark";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Finland";1;"Yugoslavia";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"France";5;"Ireland";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"France";3;"Austria";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"France";1;"Luxembourg";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Germany";5;"Belgium";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Germany";3;"Yugoslavia";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Germany";1;"Norway";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Ireland";5;"United Kingdom";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Ireland";3;"Switzerland";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Ireland";1;"The Netherlands";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Italy";5;"Norway";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Italy";3;"Austria";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Italy";1;"Germany";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Luxembourg";5;"Austria";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Luxembourg";3;"United Kingdom";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Luxembourg";1;"Switzerland";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Monaco";5;"Austria";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Monaco";3;"Switzerland";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Monaco";1;"France";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Norway";5;"Sweden";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Norway";3;"Finland";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Norway";1;"Denmark";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Portugal";5;"Spain";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Portugal";3;"Belgium";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Portugal";1;"Austria";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Spain";5;"Portugal";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Spain";3;"Norway";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Spain";1;"Austria";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Sweden";5;"Luxembourg";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Sweden";3;"Norway";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Sweden";1;"Belgium";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Switzerland";5;"Germany";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Switzerland";3;"Austria";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Switzerland";1;"Sweden";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"The Netherlands";5;"Belgium";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"The Netherlands";3;"Ireland";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"The Netherlands";1;"Finland";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"United Kingdom";5;"Yugoslavia";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"United Kingdom";3;"Spain";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"United Kingdom";1;"The Netherlands";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Yugoslavia";5;"Austria";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Yugoslavia";3;"Ireland";"final";"luxembourg-1966";"scoreboard"
1966;"Luxembourg";"Yugoslavia";1;"Spain";"final";"luxembourg-1966";"scoreboard"
1967;"Vienna";"Austria";3;"Ireland";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Austria";3;"United Kingdom";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Austria";2;"Monaco";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Austria";1;"Spain";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Austria";1;"France";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Belgium";3;"Ireland";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Belgium";3;"United Kingdom";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Belgium";1;"Yugoslavia";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Belgium";1;"Spain";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Belgium";1;"Germany";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Belgium";1;"Luxembourg";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Finland";3;"Belgium";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Finland";2;"Ireland";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Finland";2;"United Kingdom";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Finland";2;"Luxembourg";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Finland";1;"Sweden";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"France";7;"United Kingdom";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"France";1;"Yugoslavia";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"France";1;"Monaco";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"France";1;"Portugal";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Germany";4;"Ireland";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Germany";3;"United Kingdom";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Germany";2;"France";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Germany";1;"Belgium";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Ireland";2;"Sweden";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Ireland";2;"Luxembourg";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Ireland";1;"Italy";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Ireland";1;"United Kingdom";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Ireland";1;"Belgium";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Ireland";1;"Germany";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Ireland";1;"France";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Ireland";1;"The Netherlands";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Italy";3;"Luxembourg";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Italy";2;"United Kingdom";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Italy";1;"Ireland";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Italy";1;"Yugoslavia";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Italy";1;"Monaco";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Italy";1;"Germany";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Italy";1;"Finland";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Luxembourg";5;"United Kingdom";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Luxembourg";2;"France";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Luxembourg";1;"Ireland";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Luxembourg";1;"Yugoslavia";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Luxembourg";1;"Spain";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Monaco";3;"United Kingdom";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Monaco";2;"Ireland";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Monaco";2;"Spain";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Monaco";2;"France";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Monaco";1;"Luxembourg";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Norway";7;"United Kingdom";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Norway";2;"Sweden";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Norway";1;"Germany";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Portugal";2;"Spain";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Portugal";1;"Ireland";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Portugal";1;"Yugoslavia";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Portugal";1;"United Kingdom";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Portugal";1;"Belgium";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Portugal";1;"Germany";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Portugal";1;"Finland";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Portugal";1;"Sweden";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Portugal";1;"Austria";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Spain";5;"Monaco";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Spain";2;"Yugoslavia";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Spain";1;"Italy";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Spain";1;"Portugal";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Spain";1;"Luxembourg";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Sweden";4;"France";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Sweden";2;"Ireland";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Sweden";1;"Monaco";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Sweden";1;"Norway";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Sweden";1;"United Kingdom";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Sweden";1;"Germany";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Switzerland";7;"United Kingdom";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Switzerland";1;"Italy";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Switzerland";1;"Portugal";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Switzerland";1;"France";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"The Netherlands";4;"Luxembourg";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"The Netherlands";2;"United Kingdom";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"The Netherlands";1;"Norway";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"The Netherlands";1;"Spain";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"The Netherlands";1;"Finland";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"The Netherlands";1;"France";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"United Kingdom";2;"Ireland";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"United Kingdom";2;"France";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"United Kingdom";2;"Luxembourg";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"United Kingdom";1;"Italy";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"United Kingdom";1;"Belgium";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"United Kingdom";1;"Germany";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"United Kingdom";1;"The Netherlands";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Yugoslavia";4;"France";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Yugoslavia";1;"Ireland";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Yugoslavia";1;"Spain";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Yugoslavia";1;"Belgium";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Yugoslavia";1;"Sweden";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Yugoslavia";1;"Austria";"final";"vienna-1967";"scoreboard"
1967;"Vienna";"Yugoslavia";1;"Luxembourg";"final";"vienna-1967";"scoreboard"
1968;"London";"Austria";4;"Ireland";"final";"london-1968";"scoreboard"
1968;"London";"Austria";2;"France";"final";"london-1968";"scoreboard"
1968;"London";"Austria";2;"Spain";"final";"london-1968";"scoreboard"
1968;"London";"Austria";1;"Luxembourg";"final";"london-1968";"scoreboard"
1968;"London";"Austria";1;"Yugoslavia";"final";"london-1968";"scoreboard"
1968;"London";"Belgium";6;"France";"final";"london-1968";"scoreboard"
1968;"London";"Belgium";2;"United Kingdom";"final";"london-1968";"scoreboard"
1968;"London";"Belgium";1;"Ireland";"final";"london-1968";"scoreboard"
1968;"London";"Belgium";1;"Yugoslavia";"final";"london-1968";"scoreboard"
1968;"London";"Finland";3;"Monaco";"final";"london-1968";"scoreboard"
1968;"London";"Finland";3;"Spain";"final";"london-1968";"scoreboard"
1968;"London";"Finland";2;"United Kingdom";"final";"london-1968";"scoreboard"
1968;"London";"Finland";1;"Belgium";"final";"london-1968";"scoreboard"
1968;"London";"Finland";1;"Sweden";"final";"london-1968";"scoreboard"
1968;"London";"France";4;"United Kingdom";"final";"london-1968";"scoreboard"
1968;"London";"France";4;"Spain";"final";"london-1968";"scoreboard"
1968;"London";"France";1;"Belgium";"final";"london-1968";"scoreboard"
1968;"London";"France";1;"Luxembourg";"final";"london-1968";"scoreboard"
1968;"London";"Germany";6;"Spain";"final";"london-1968";"scoreboard"
1968;"London";"Germany";2;"Austria";"final";"london-1968";"scoreboard"
1968;"London";"Germany";2;"United Kingdom";"final";"london-1968";"scoreboard"
1968;"London";"Ireland";4;"Sweden";"final";"london-1968";"scoreboard"
1968;"London";"Ireland";3;"Yugoslavia";"final";"london-1968";"scoreboard"
1968;"London";"Ireland";1;"Monaco";"final";"london-1968";"scoreboard"
1968;"London";"Ireland";1;"United Kingdom";"final";"london-1968";"scoreboard"
1968;"London";"Ireland";1;"Spain";"final";"london-1968";"scoreboard"
1968;"London";"Italy";3;"Belgium";"final";"london-1968";"scoreboard"
1968;"London";"Italy";3;"Spain";"final";"london-1968";"scoreboard"
1968;"London";"Italy";2;"France";"final";"london-1968";"scoreboard"
1968;"London";"Italy";1;"The Netherlands";"final";"london-1968";"scoreboard"
1968;"London";"Italy";1;"United Kingdom";"final";"london-1968";"scoreboard"
1968;"London";"Luxembourg";3;"France";"final";"london-1968";"scoreboard"
1968;"London";"Luxembourg";1;"Monaco";"final";"london-1968";"scoreboard"
1968;"London";"Luxembourg";1;"United Kingdom";"final";"london-1968";"scoreboard"
1968;"London";"Luxembourg";1;"Norway";"final";"london-1968";"scoreboard"
1968;"London";"Luxembourg";1;"Ireland";"final";"london-1968";"scoreboard"
1968;"London";"Luxembourg";1;"Spain";"final";"london-1968";"scoreboard"
1968;"London";"Luxembourg";1;"Germany";"final";"london-1968";"scoreboard"
1968;"London";"Luxembourg";1;"Yugoslavia";"final";"london-1968";"scoreboard"
1968;"London";"Monaco";5;"United Kingdom";"final";"london-1968";"scoreboard"
1968;"London";"Monaco";4;"Spain";"final";"london-1968";"scoreboard"
1968;"London";"Monaco";1;"Luxembourg";"final";"london-1968";"scoreboard"
1968;"London";"Norway";6;"Sweden";"final";"london-1968";"scoreboard"
1968;"London";"Norway";2;"Portugal";"final";"london-1968";"scoreboard"
1968;"London";"Norway";1;"Finland";"final";"london-1968";"scoreboard"
1968;"London";"Norway";1;"Spain";"final";"london-1968";"scoreboard"
1968;"London";"Portugal";4;"Spain";"final";"london-1968";"scoreboard"
1968;"London";"Portugal";1;"Belgium";"final";"london-1968";"scoreboard"
1968;"London";"Portugal";1;"Sweden";"final";"london-1968";"scoreboard"
1968;"London";"Portugal";1;"Italy";"final";"london-1968";"scoreboard"
1968;"London";"Portugal";1;"United Kingdom";"final";"london-1968";"scoreboard"
1968;"London";"Portugal";1;"Ireland";"final";"london-1968";"scoreboard"
1968;"London";"Portugal";1;"Yugoslavia";"final";"london-1968";"scoreboard"
1968;"London";"Spain";3;"Portugal";"final";"london-1968";"scoreboard"
1968;"London";"Spain";2;"Italy";"final";"london-1968";"scoreboard"
1968;"London";"Spain";2;"Germany";"final";"london-1968";"scoreboard"
1968;"London";"Spain";1;"Belgium";"final";"london-1968";"scoreboard"
1968;"London";"Spain";1;"Norway";"final";"london-1968";"scoreboard"
1968;"London";"Spain";1;"Yugoslavia";"final";"london-1968";"scoreboard"
1968;"London";"Sweden";4;"Ireland";"final";"london-1968";"scoreboard"
1968;"London";"Sweden";3;"United Kingdom";"final";"london-1968";"scoreboard"
1968;"London";"Sweden";2;"Germany";"final";"london-1968";"scoreboard"
1968;"London";"Sweden";1;"France";"final";"london-1968";"scoreboard"
1968;"London";"Switzerland";4;"United Kingdom";"final";"london-1968";"scoreboard"
1968;"London";"Switzerland";3;"France";"final";"london-1968";"scoreboard"
1968;"London";"Switzerland";2;"Italy";"final";"london-1968";"scoreboard"
1968;"London";"Switzerland";1;"Germany";"final";"london-1968";"scoreboard"
1968;"London";"The Netherlands";3;"France";"final";"london-1968";"scoreboard"
1968;"London";"The Netherlands";2;"Monaco";"final";"london-1968";"scoreboard"
1968;"London";"The Netherlands";2;"United Kingdom";"final";"london-1968";"scoreboard"
1968;"London";"The Netherlands";1;"Luxembourg";"final";"london-1968";"scoreboard"
1968;"London";"The Netherlands";1;"Sweden";"final";"london-1968";"scoreboard"
1968;"London";"The Netherlands";1;"Ireland";"final";"london-1968";"scoreboard"
1968;"London";"United Kingdom";5;"Germany";"final";"london-1968";"scoreboard"
1968;"London";"United Kingdom";2;"Sweden";"final";"london-1968";"scoreboard"
1968;"London";"United Kingdom";1;"Belgium";"final";"london-1968";"scoreboard"
1968;"London";"United Kingdom";1;"Luxembourg";"final";"london-1968";"scoreboard"
1968;"London";"United Kingdom";1;"Monaco";"final";"london-1968";"scoreboard"
1968;"London";"Yugoslavia";6;"Ireland";"final";"london-1968";"scoreboard"
1968;"London";"Yugoslavia";2;"Switzerland";"final";"london-1968";"scoreboard"
1968;"London";"Yugoslavia";2;"Italy";"final";"london-1968";"scoreboard"
1969;"Madrid";"Belgium";3;"Spain";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"Belgium";1;"Yugoslavia";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"Belgium";1;"Luxembourg";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"Belgium";1;"Monaco";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"Belgium";1;"The Netherlands";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"Belgium";1;"Switzerland";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"Belgium";1;"Germany";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"Belgium";1;"Portugal";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"Finland";3;"Ireland";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"Finland";3;"Sweden";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"Finland";2;"Switzerland";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"Finland";1;"Italy";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"Finland";1;"United Kingdom";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"France";6;"The Netherlands";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"France";2;"Spain";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"France";1;"Germany";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"France";1;"Portugal";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"Germany";3;"Spain";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"Germany";2;"Switzerland";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"Germany";1;"Luxembourg";"final";"madrid-1969";"scoreboard"
1969;"Madrid";"Germany";1;"Ireland";"final";"madrid-1969";"scoreboard"
